original_name	detection_name	coarse_name	training_eligible	mapping_confidence	merge_basis	aliases
echinus	sea urchin	sea urchin	yes	high	existing visually distinct group retained	echinus
sea urchin	sea urchin	sea urchin	yes	high	existing visually distinct group retained	Sea Urchin;SeaUrchin
strongylocentrotus fragilis	sea urchin	sea urchin	yes	high	existing visually distinct group retained	Strongylocentrotus fragilis
tromikosoma panamense	sea urchin	sea urchin	yes	high	existing visually distinct group retained	Tromikosoma panamense
urchin	sea urchin	sea urchin	yes	high	existing visually distinct group retained	urchin
giant sea bass	seabass	fish	yes	high	visual-name rule	giant sea bass
black sea bream	seabream and porgy	fish	yes	high	visual-name rule	black sea bream
black seabream lingers	seabream and porgy	fish	yes	high	visual-name rule	black seabream lingers
calamus leucosteus	seabream and porgy	fish	yes	high	taxonomy family: Sparidae	Calamus leucosteus
calamus nodosus	seabream and porgy	fish	yes	high	taxonomy family: Sparidae	Calamus nodosus
pagrus pagrus	seabream and porgy	fish	yes	high	taxonomy family: Sparidae	Pagrus pagrus
stenotomus caprinus	seabream and porgy	fish	yes	high	taxonomy family: Sparidae	Stenotomus caprinus
camouflaged pygmy seahorse clings to a	seahorse	seahorse	yes	high	existing visually distinct group retained	camouflaged pygmy seahorse clings to a
hippocampus	seahorse	seahorse	yes	high	existing visually distinct group retained	Hippocampus
leafy sea dragon	seahorse	seahorse	yes	high	existing visually distinct group retained	leafy sea dragon drifts;leafy seadragon camouflaged
longsnout seahorse camouflages	seahorse	seahorse	yes	high	existing visually distinct group retained	longsnout seahorse camouflages
pygmy seahorse	seahorse	seahorse	yes	high	existing visually distinct group retained	pygmy seahorse
sea dragon	seahorse	seahorse	yes	high	existing visually distinct group retained	Sea Dragon;SeaDragon
seahorse	seahorse	seahorse	yes	high	existing visually distinct group retained	seahorse
seahorse clings to a textured underwater	seahorse	seahorse	yes	high	existing visually distinct group retained	seahorse clings to a textured underwater
seahorse clings to underwater seagrass	seahorse	seahorse	yes	high	existing visually distinct group retained	seahorse clings to underwater seagrass
spiny seahorse	seahorse	seahorse	yes	high	existing visually distinct group retained	spiny seahorse blends into a sandy
yellow pygmy seahorse	seahorse	seahorse	yes	high	existing visually distinct group retained	yellow pygmy seahorse
yellow seahorse clings vertically to the	seahorse	seahorse	yes	high	existing visually distinct group retained	yellow seahorse clings vertically to the
seal	seal	seal	yes	high	existing visually distinct group retained	ElephantSeals;grey seal;harbor seal;seal;Seal;spotted seal
shark	shark (mixed/unspecified)	shark	review	low	one aggregated source row contains multiple shark types	angel shark;angel shark lies camouflaged against the;animated shark;basking shark;blacktip reef shark;bluntnose sixgill shark;Brownbanded Bamboo Shark;bull shark;Bull Shark patrols a rocky reef;Bullhead Shark;BullheadShark;caribbean reef shark;Caribbean reef shark;cartoon shark;cat shark;common blacktip shark;Galapagos shark;great hammerhead shark;great white shark;Great white shark;Great White Shark;great white shark approaches and investigates;GreatWhiteShark;grey reef shark;gummy shark;hammerhead shark;Hammerhead Shark;HammerheadShark;harpy shark;horn shark;juvenile blacktip reef shark;lantern shark;large great hammerhead shark;large sixgill shark;large tiger shark;large whale shark;lemon shark;leopard shark;massive whale shark;nurse shark;oceanic whitetip shark;oceanic whitetip shark cruising;prickly shark;robust bull shark;robust lemon shark;sand tiger shark;sandbar shark;sawtooth shark;scalloped hammerhead shark;Scalloped hammerhead shark;shark;SharkCloseCall;SharkSuckers;silky shark;sixgill shark;Sixgill shark;sixgill shark cruises slowly;tasseled wobbegong shark;tasseled wobbegong shark blends seamlessly into;Thresher Shark;ThresherShark;tiger shark;well-camouflaged wobbegong shark;whale shark;Whale shark;Whale Shark;WhaleShark;WhiteShark;whitetip reef shark;wobbegong shark;zebra shark
anchor	shipwreck structure	shipwreck structure	yes	high	existing visually distinct group retained	Anchor
over board valve	shipwreck structure	shipwreck structure	yes	high	existing visually distinct group retained	Over Board Valve;OverBoardValve
propeller	shipwreck structure	shipwreck structure	yes	high	existing visually distinct group retained	Propeller
sea chest grating	shipwreck structure	shipwreck structure	yes	high	existing visually distinct group retained	Sea Chest Grating;SeaChestGrating
ship's anode	shipwreck structure	shipwreck structure	yes	high	existing visually distinct group retained	Ship's Anode;ShipSAnode
ship's wheel	shipwreck structure	shipwreck structure	yes	high	existing visually distinct group retained	Ship's Wheel;ShipSWheel
shipwreck	shipwreck structure	shipwreck structure	yes	high	existing visually distinct group retained	Shipwreck
spherical pressure hull of the historic	shipwreck structure	shipwreck structure	yes	high	existing visually distinct group retained	spherical pressure hull of the historic
submarine pipeline	shipwreck structure	shipwreck structure	yes	high	existing visually distinct group retained	Submarine Pipeline;SubmarinePipeline
wrecked aircraft	shipwreck structure	shipwreck structure	yes	high	existing visually distinct group retained	Wrecked Aircraft;WreckedAircraft
wrecked car	shipwreck structure	shipwreck structure	yes	high	existing visually distinct group retained	Wrecked Car;WreckedCar
wrecked tank	shipwreck structure	shipwreck structure	yes	high	existing visually distinct group retained	Wrecked Tank;WreckedTank
acanthephyra	shrimp	shrimp	yes	high	existing visually distinct group retained	Acanthephyra
caridea	shrimp	shrimp	yes	high	existing visually distinct group retained	Caridea
cerataspis monstrosus	shrimp	shrimp	yes	high	existing visually distinct group retained	Cerataspis monstrosus
common prawn	shrimp	shrimp	yes	high	existing visually distinct group retained	Common Prawn;CommonPrawn
eualus macrophthalmus	shrimp	shrimp	yes	high	existing visually distinct group retained	Eualus macrophthalmus
eusergestes similis	shrimp	shrimp	yes	high	existing visually distinct group retained	Eusergestes similis
glyphocrangon vicaria	shrimp	shrimp	yes	high	existing visually distinct group retained	Glyphocrangon vicaria
hairy armored shrimp	shrimp	shrimp	yes	high	existing visually distinct group retained	hairy armored shrimp
hymenodora	shrimp	shrimp	yes	high	existing visually distinct group retained	Hymenodora
hymenodora frontalis	shrimp	shrimp	yes	high	existing visually distinct group retained	Hymenodora frontalis
large tadpole shrimp	shrimp	shrimp	yes	high	existing visually distinct group retained	large tadpole shrimp
light pink hairy armored shrimp	shrimp	shrimp	yes	high	existing visually distinct group retained	light pink hairy armored shrimp walking
pandalidae	shrimp	shrimp	yes	high	existing visually distinct group retained	Pandalidae
pandalopsis ampla	shrimp	shrimp	yes	high	existing visually distinct group retained	Pandalopsis ampla
pandalus amplus	shrimp	shrimp	yes	high	existing visually distinct group retained	Pandalus amplus
pandalus platyceros	shrimp	shrimp	yes	high	existing visually distinct group retained	Pandalus platyceros
pasiphaea	shrimp	shrimp	yes	high	existing visually distinct group retained	Pasiphaea
prawn	shrimp	shrimp	yes	high	existing visually distinct group retained	prawn
sergestidae	shrimp	shrimp	yes	high	existing visually distinct group retained	Sergestidae
shrimp	shrimp	shrimp	yes	high	existing visually distinct group retained	shrimp
shrimp goby	shrimp	shrimp	yes	high	existing visually distinct group retained	shrimp goby hovers watchfully
shrimpfish	shrimp	shrimp	yes	high	existing visually distinct group retained	shrimpfish
squat anenome shrimp	shrimp	shrimp	yes	high	existing visually distinct group retained	squat anenome shrimp
systellaspis	shrimp	shrimp	yes	high	existing visually distinct group retained	Systellaspis
tadpole shrimp	shrimp	shrimp	yes	high	existing visually distinct group retained	tadpole shrimp
tadpole shrimp close to the sandy	shrimp	shrimp	yes	high	existing visually distinct group retained	tadpole shrimp close to the sandy
tadpole shrimp scurries	shrimp	shrimp	yes	high	existing visually distinct group retained	tadpole shrimp scurries
tadpole shrimp scuttles	shrimp	shrimp	yes	high	existing visually distinct group retained	tadpole shrimp scuttles
translucent ghost shrimp	shrimp	shrimp	yes	high	existing visually distinct group retained	translucent ghost shrimp
vividly striped tiger shrimp	shrimp	shrimp	yes	high	existing visually distinct group retained	vividly striped tiger shrimp
white and transparent shrimp	shrimp	shrimp	yes	high	existing visually distinct group retained	white and transparent shrimp
whiteleg shrimp	shrimp	shrimp	yes	high	existing visually distinct group retained	whiteleg shrimp
apolemia	siphonophore	siphonophore	yes	high	existing visually distinct group retained	Apolemia
apolemia lanosa	siphonophore	siphonophore	yes	high	existing visually distinct group retained	Apolemia lanosa
bargmannia elongata	siphonophore	siphonophore	yes	high	existing visually distinct group retained	Bargmannia elongata
bargmannia lata	siphonophore	siphonophore	yes	high	existing visually distinct group retained	Bargmannia lata
benthic siphonophore	siphonophore	siphonophore	yes	high	existing visually distinct group retained	benthic siphonophore
calycophorae	siphonophore	siphonophore	yes	high	existing visually distinct group retained	Calycophorae
chuniphyes moserae	siphonophore	siphonophore	yes	high	existing visually distinct group retained	Chuniphyes moserae
chuniphyes multidentata	siphonophore	siphonophore	yes	high	existing visually distinct group retained	Chuniphyes multidentata
clausophyes	siphonophore	siphonophore	yes	high	existing visually distinct group retained	Clausophyes
clausophyes moserae	siphonophore	siphonophore	yes	high	existing visually distinct group retained	Clausophyes moserae
craseoa lathetica	siphonophore	siphonophore	yes	high	existing visually distinct group retained	Craseoa lathetica
desmophyes annectens	siphonophore	siphonophore	yes	high	existing visually distinct group retained	Desmophyes annectens
desmophyes haematogaster	siphonophore	siphonophore	yes	high	existing visually distinct group retained	Desmophyes haematogaster
erenna	siphonophore	siphonophore	yes	high	existing visually distinct group retained	Erenna
erenna cornuta	siphonophore	siphonophore	yes	high	existing visually distinct group retained	Erenna cornuta
erenna laciniata	siphonophore	siphonophore	yes	high	existing visually distinct group retained	Erenna laciniata
erenna richardi	siphonophore	siphonophore	yes	high	existing visually distinct group retained	Erenna richardi
erenna sirena	siphonophore	siphonophore	yes	high	existing visually distinct group retained	Erenna sirena
forskalia	siphonophore	siphonophore	yes	high	existing visually distinct group retained	Forskalia
frillagalma vityazi	siphonophore	siphonophore	yes	high	existing visually distinct group retained	Frillagalma vityazi
kephyes ovata	siphonophore	siphonophore	yes	high	existing visually distinct group retained	Kephyes ovata
lensia conoidea	siphonophore	siphonophore	yes	high	existing visually distinct group retained	Lensia conoidea
lilyopsis fluoracantha	siphonophore	siphonophore	yes	high	existing visually distinct group retained	Lilyopsis fluoracantha
lychnagalma	siphonophore	siphonophore	yes	high	existing visually distinct group retained	Lychnagalma
lychnagalma utricularia	siphonophore	siphonophore	yes	high	existing visually distinct group retained	Lychnagalma utricularia
marrus claudanielis	siphonophore	siphonophore	yes	high	existing visually distinct group retained	Marrus claudanielis
marrus orthocanna	siphonophore	siphonophore	yes	high	existing visually distinct group retained	Marrus orthocanna
nanomia	siphonophore	siphonophore	yes	high	existing visually distinct group retained	Nanomia
nanomia bijuga	siphonophore	siphonophore	yes	high	existing visually distinct group retained	Nanomia bijuga
physonectae	siphonophore	siphonophore	yes	high	existing visually distinct group retained	Physonectae
physophora hydrostatica	siphonophore	siphonophore	yes	high	existing visually distinct group retained	Physophora hydrostatica
praya dubia	siphonophore	siphonophore	yes	high	existing visually distinct group retained	Praya dubia
prayidae	siphonophore	siphonophore	yes	high	existing visually distinct group retained	Prayidae
rhodaliidae	siphonophore	siphonophore	yes	high	existing visually distinct group retained	Rhodaliidae
rosacea	siphonophore	siphonophore	yes	high	existing visually distinct group retained	Rosacea
siphonophorae	siphonophore	siphonophore	yes	high	existing visually distinct group retained	siphonophorae;Siphonophorae
siphonophore	siphonophore	siphonophore	yes	high	existing visually distinct group retained	siphonophore
sphaeronectes haddocki	siphonophore	siphonophore	yes	high	existing visually distinct group retained	Sphaeronectes haddocki
tottonophyes enigmatica	siphonophore	siphonophore	yes	high	existing visually distinct group retained	Tottonophyes enigmatica
vogtia	siphonophore	siphonophore	yes	high	existing visually distinct group retained	Vogtia
bathyraja	skate	ray	yes	high	skate taxonomy and body plan	Bathyraja;Bathyraja abyssicola;Bathyraja kincaidii;Bathyraja microtrachys;Bathyraja spinosissima;Bathyraja trachura
beringraja rhina	skate	ray	yes	high	skate taxonomy and body plan	Beringraja rhina
raja porosa	skate	ray	yes	high	skate taxonomy and body plan	raja porosa
rajiformes	skate	ray	yes	high	skate taxonomy and body plan	Rajiformes
australasian snapper	snapper	fish	yes	high	visual-name rule	australasian snapper;Australasian snapper
bluestripe snapper	snapper	fish	yes	high	visual-name rule	bluestripe snapper
large mangrove snapper	snapper	fish	yes	high	visual-name rule	large mangrove snapper
lutjanus apodus	snapper	fish	yes	high	visual-name rule	Lutjanus apodus
lutjanus griseus	snapper	fish	yes	high	visual-name rule	Lutjanus griseus
lutjanus synagris	snapper	fish	yes	high	visual-name rule	Lutjanus synagris
pristipomoides	snapper	fish	yes	high	visual-name rule	Pristipomoides
rhomboplites aurorubens	snapper	fish	yes	high	visual-name rule	Rhomboplites aurorubens
snorkeler	snorkeler	human	yes	high	snorkeler visual role	snorkeler
wetsuit clad snorkeler	snorkeler	human	yes	high	snorkeler visual role	wetsuit-clad snorkeler;wetsuit-clad snorkeler gracefully descends into the
acanthogorgia	soft coral	coral	yes	high	soft-coral taxonomy/visual form	Acanthogorgia
alcyonacea	soft coral	coral	yes	high	soft-coral taxonomy/visual form	Alcyonacea
anthomastus	soft coral	coral	yes	high	soft-coral taxonomy/visual form	Anthomastus
clavularia	soft coral	coral	yes	high	soft-coral taxonomy/visual form	Clavularia
coralliidae	soft coral	coral	yes	high	soft-coral taxonomy/visual form	Coralliidae
corallium	soft coral	coral	yes	high	soft-coral taxonomy/visual form	Corallium
gersemia juliepackardae	soft coral	coral	yes	high	soft-coral taxonomy/visual form	Gersemia juliepackardae
heteropolypus	soft coral	coral	yes	high	soft-coral taxonomy/visual form	Heteropolypus
heteropolypus ritteri	soft coral	coral	yes	high	soft-coral taxonomy/visual form	Heteropolypus ritteri
malacalcyonacea	soft coral	coral	yes	high	soft-coral taxonomy/visual form	Malacalcyonacea
paragorgia	soft coral	coral	yes	high	soft-coral taxonomy/visual form	Paragorgia
paragorgia arborea	soft coral	coral	yes	high	soft-coral taxonomy/visual form	Paragorgia arborea
paragorgia yutlinux	soft coral	coral	yes	high	soft-coral taxonomy/visual form	Paragorgia yutlinux
paragorgiidae	soft coral	coral	yes	high	soft-coral taxonomy/visual form	Paragorgiidae
scleralcyonacea	soft coral	coral	yes	high	soft-coral taxonomy/visual form	Scleralcyonacea
sibogagorgia cauliflora	soft coral	coral	yes	high	soft-coral taxonomy/visual form	Sibogagorgia cauliflora
soft coral	soft coral	coral	yes	high	soft-coral taxonomy/visual form	soft coral
victorgorgia alba	soft coral	coral	yes	high	soft-coral taxonomy/visual form	Victorgorgia alba
porifera	sponge (unspecified)	sponge	review	low	generic sponge label	Porifera
sponge	sponge (unspecified)	sponge	review	low	generic sponge label	sponge;Sponge
galatheidae	squat lobster	squat lobster	yes	high	existing visually distinct group retained	Galatheidae
galatheoidea	squat lobster	squat lobster	yes	high	existing visually distinct group retained	Galatheoidea
hairy squat lobster clings to a	squat lobster	squat lobster	yes	high	existing visually distinct group retained	hairy squat lobster clings to a
munida	squat lobster	squat lobster	yes	high	existing visually distinct group retained	Munida
munida bapensis	squat lobster	squat lobster	yes	high	existing visually distinct group retained	Munida bapensis
munidopsis	squat lobster	squat lobster	yes	high	existing visually distinct group retained	Munidopsis
munidopsis depressa	squat lobster	squat lobster	yes	high	existing visually distinct group retained	Munidopsis depressa
munidopsis kensmithi	squat lobster	squat lobster	yes	high	existing visually distinct group retained	Munidopsis kensmithi
munidopsis sp. 1	squat lobster	squat lobster	yes	high	existing visually distinct group retained	Munidopsis sp. 1
pleuroncodes planipes	squat lobster	squat lobster	yes	high	existing visually distinct group retained	Pleuroncodes planipes
squat lobster	squat lobster	squat lobster	yes	high	existing visually distinct group retained	squat lobster
sternostylus perarmatus	squat lobster	squat lobster	yes	high	existing visually distinct group retained	Sternostylus perarmatus
tiny purple hairy squat lobster	squat lobster	squat lobster	yes	high	existing visually distinct group retained	tiny purple hairy squat lobster
abraliopsis	squid	squid	yes	high	existing visually distinct group retained	Abraliopsis
bathyteuthis berryi	squid	squid	yes	high	existing visually distinct group retained	Bathyteuthis berryi
chiroteuthis calyx	squid	squid	yes	high	existing visually distinct group retained	Chiroteuthis calyx
cranchia scabra	squid	squid	yes	high	existing visually distinct group retained	Cranchia scabra
doryteuthis (amerigo) opalescens	squid	squid	yes	high	existing visually distinct group retained	Doryteuthis (Amerigo) opalescens
dosidicus gigas	squid	squid	yes	high	existing visually distinct group retained	Dosidicus gigas
galiteuthis pacifica	squid	squid	yes	high	existing visually distinct group retained	Galiteuthis pacifica
galiteuthis phyllura	squid	squid	yes	high	existing visually distinct group retained	Galiteuthis phyllura
gonatopsis	squid	squid	yes	high	existing visually distinct group retained	Gonatopsis
gonatopsis borealis	squid	squid	yes	high	existing visually distinct group retained	Gonatopsis borealis
gonatopsis octopedatus	squid	squid	yes	high	existing visually distinct group retained	Gonatopsis octopedatus
gonatus	squid	squid	yes	high	existing visually distinct group retained	Gonatus
gonatus berryi	squid	squid	yes	high	existing visually distinct group retained	Gonatus berryi
gonatus onyx	squid	squid	yes	high	existing visually distinct group retained	Gonatus onyx
grimalditeuthis	squid	squid	yes	high	existing visually distinct group retained	Grimalditeuthis
grimalditeuthis bonplandi	squid	squid	yes	high	existing visually distinct group retained	Grimalditeuthis bonplandi
helicocranchia	squid	squid	yes	high	existing visually distinct group retained	Helicocranchia
histioteuthis heteropsis	squid	squid	yes	high	existing visually distinct group retained	Histioteuthis heteropsis
leachia danae	squid	squid	yes	high	existing visually distinct group retained	Leachia danae
magnapinna pacifica	squid	squid	yes	high	existing visually distinct group retained	Magnapinna pacifica
onykia robusta	squid	squid	yes	high	existing visually distinct group retained	Onykia robusta
planctoteuthis	squid	squid	yes	high	existing visually distinct group retained	Planctoteuthis
planctoteuthis danae	squid	squid	yes	high	existing visually distinct group retained	Planctoteuthis danae
planctoteuthis oligobessa	squid	squid	yes	high	existing visually distinct group retained	Planctoteuthis oligobessa
squid	squid	squid	yes	high	existing visually distinct group retained	chameleon squid;ColourChangingSquid;Common European Squid;flame squid;longfin reef squid;small bottletail squid;squid;Squid;transparent piglet squid drifts;vampire squid
stigmatoteuthis dofleini	squid	squid	yes	high	existing visually distinct group retained	Stigmatoteuthis dofleini
taonius	squid	squid	yes	high	existing visually distinct group retained	Taonius
taonius borealis	squid	squid	yes	high	existing visually distinct group retained	Taonius borealis
teuthoidea	squid	squid	yes	high	existing visually distinct group retained	Teuthoidea
vampyroteuthis infernalis	squid	squid	yes	high	existing visually distinct group retained	Vampyroteuthis infernalis
holocentrus adscensionis	squirrelfish	fish	yes	high	visual-name rule	Holocentrus adscensionis
vibrant red squirrelfish	squirrelfish	fish	yes	high	visual-name rule	vibrant red squirrelfish
acanthaster planci	starfish	starfish	yes	high	existing visually distinct group retained	Acanthaster planci
asteroidea	starfish	starfish	yes	high	existing visually distinct group retained	Asteroidea
asthenactis	starfish	starfish	yes	high	existing visually distinct group retained	Asthenactis
benthopecten	starfish	starfish	yes	high	existing visually distinct group retained	Benthopecten
brisingida	starfish	starfish	yes	high	existing visually distinct group retained	Brisingida
brisingidae	starfish	starfish	yes	high	existing visually distinct group retained	Brisingidae
chocolate chip sea star	starfish	starfish	yes	high	existing visually distinct group retained	chocolate chip sea star
crossaster	starfish	starfish	yes	high	existing visually distinct group retained	Crossaster
crossaster borealis	starfish	starfish	yes	high	existing visually distinct group retained	Crossaster borealis
goniasteridae	starfish	starfish	yes	high	existing visually distinct group retained	Goniasteridae
hippasteria	starfish	starfish	yes	high	existing visually distinct group retained	Hippasteria
hippasteria californica	starfish	starfish	yes	high	existing visually distinct group retained	Hippasteria californica
hippasteria lepidonotus	starfish	starfish	yes	high	existing visually distinct group retained	Hippasteria lepidonotus
hippasteria muscipula	starfish	starfish	yes	high	existing visually distinct group retained	Hippasteria muscipula
hymenaster	starfish	starfish	yes	high	existing visually distinct group retained	Hymenaster
linckia laevigata	starfish	starfish	yes	high	existing visually distinct group retained	Linckia Laevigata;LinckiaLaevigata
lophaster	starfish	starfish	yes	high	existing visually distinct group retained	Lophaster
luidia foliolata	starfish	starfish	yes	high	existing visually distinct group retained	Luidia foliolata
mediaster	starfish	starfish	yes	high	existing visually distinct group retained	Mediaster
mediaster aequalis	starfish	starfish	yes	high	existing visually distinct group retained	Mediaster aequalis
oreaster reticulatus	starfish	starfish	yes	high	existing visually distinct group retained	Oreaster Reticulatus;OreasterReticulatus
paxillosida	starfish	starfish	yes	high	existing visually distinct group retained	Paxillosida
pedicellasteridae	starfish	starfish	yes	high	existing visually distinct group retained	Pedicellasteridae
protoreaster nodosus	starfish	starfish	yes	high	existing visually distinct group retained	Protoreaster Nodosus;ProtoreasterNodosus
pteraster	starfish	starfish	yes	high	existing visually distinct group retained	Pteraster
pterasteridae	starfish	starfish	yes	high	existing visually distinct group retained	Pterasteridae
pythonaster	starfish	starfish	yes	high	existing visually distinct group retained	Pythonaster
rathbunaster californicus	starfish	starfish	yes	high	existing visually distinct group retained	Rathbunaster californicus
sea star	starfish	starfish	yes	high	existing visually distinct group retained	sea star
solaster	starfish	starfish	yes	high	existing visually distinct group retained	Solaster
solaster hypothrissus	starfish	starfish	yes	high	existing visually distinct group retained	Solaster hypothrissus
solasteridae	starfish	starfish	yes	high	existing visually distinct group retained	Solasteridae
starfish	starfish	starfish	yes	high	existing visually distinct group retained	starfish
stylasterias forreri	starfish	starfish	yes	high	existing visually distinct group retained	Stylasterias forreri
zoroasteridae	starfish	starfish	yes	high	existing visually distinct group retained	Zoroasteridae
bluespotted ribbontail ray	stingray	ray	yes	high	stingray visual-name group	blue-spotted ribbontail ray;bluespotted ribbontail ray;bluespotted ribbontail ray gracefully;Bluespotted ribbontail ray sheltering under a
bluespotted stingray	stingray	ray	yes	high	stingray visual-name group	bluespotted stingray
cowtail stingray	stingray	ray	yes	high	stingray visual-name group	cow-tail stingray;Cowtail Stingray
dark spotted stingray	stingray	ray	yes	high	stingray visual-name group	dark-spotted stingray
large southern stingray	stingray	ray	yes	high	stingray visual-name group	large southern stingray
large stingray	stingray	ray	yes	high	stingray visual-name group	large stingray
ocellate river stingray	stingray	ray	yes	high	stingray visual-name group	ocellate river stingray
southern stingray	stingray	ray	yes	high	stingray visual-name group	southern stingray;southern stingray gracefully;Southern Stingray gracefully;southern stingray lying flat
stingray	stingray	ray	yes	high	stingray visual-name group	stingray;stingray gracefully
whiptail stingray	stingray	ray	yes	high	stingray visual-name group	whiptail stingray
yellow spotted stingray	stingray	ray	yes	high	stingray visual-name group	Yellow Spotted Stingray
chinese paddlefish	sturgeon and paddlefish	fish	yes	high	visual-name rule	chinese paddlefish
paddlefish	sturgeon and paddlefish	fish	yes	high	visual-name rule	paddlefish
polyodon spathula	sturgeon and paddlefish	fish	yes	high	visual-name rule	polyodon spathula
russian sturgeon	sturgeon and paddlefish	fish	yes	high	visual-name rule	Russian sturgeon
sturgeon	sturgeon and paddlefish	fish	yes	high	visual-name rule	sturgeon
black submarine	submarine and submersible	underwater vehicle	yes	high	crewed or submarine-form vehicle	black submarine
large black submarine	submarine and submersible	underwater vehicle	yes	high	crewed or submarine-form vehicle	large black submarine
military submarine	submarine and submersible	underwater vehicle	yes	high	crewed or submarine-form vehicle	Military Submarines;MilitarySubmarines
minisub	submarine and submersible	underwater vehicle	yes	high	crewed or submarine-form vehicle	minisub
personal submarine	submarine and submersible	underwater vehicle	yes	high	crewed or submarine-form vehicle	Personal Submarines;PersonalSubmarines
small white submarine	submarine and submersible	underwater vehicle	yes	high	crewed or submarine-form vehicle	small white submarine explores a clear
small white submarine cruising	submarine and submersible	underwater vehicle	yes	high	crewed or submarine-form vehicle	small white submarine cruising just
small white submarine navigating	submarine and submersible	underwater vehicle	yes	high	crewed or submarine-form vehicle	small white submarine navigating just
submarine	submarine and submersible	underwater vehicle	yes	high	crewed or submarine-form vehicle	submarine;Submarine
achilles tang	surgeonfish	fish	yes	high	visual-name rule	Achilles Tang;AchillesTang
convict surgeonfish	surgeonfish	fish	yes	high	visual-name rule	Convict Surgeonfish;ConvictSurgeonfish
fish	surgeonfish	fish	yes	high	visual-name rule	broom fish;cartoon fish;cobia fish;colorful koi fish;deep sea fish;deep-sea rattail fish;DeepSeaFish;fighting fish;fish;jawless fish;MississippiFish;Moorish idol fish;orange koi fish;Oscar fish;Red Paradise Fish;sea fish;sea wolf fish;Sheepshead fish;speckled turbot fish;sucker fish;turbot fish;Twotone Tang fish;vibrant blue and red betta fish;vibrant white and red koi fish;well-camouflaged cabezon fish;well-camouflaged sargassum fish
lined surgeonfish	surgeonfish	fish	yes	high	visual-name rule	Lined Surgeonfish;LinedSurgeonfish
orange band surgeonfish	surgeonfish	fish	yes	high	visual-name rule	Orange-band Surgeonfish;Orange-bandSurgeonfish
powder blue tang	surgeonfish	fish	yes	high	visual-name rule	Powder Blue Tang;PowderBlueTang
red sea sailfin tang	surgeonfish	fish	yes	high	visual-name rule	red sea sailfin tang
regal blue tang	surgeonfish	fish	yes	high	visual-name rule	Regal Blue Tang;RegalBlueTang
sailfin tang	surgeonfish	fish	yes	high	visual-name rule	sailfin tang
sohal surgeonfish	surgeonfish	fish	yes	high	visual-name rule	Sohal Surgeonfish;SohalSurgeonfish
vibrant palette surgeonfish	surgeonfish	fish	yes	high	visual-name rule	vibrant palette surgeonfish
vibrant sohal surgeonfish	surgeonfish	fish	yes	high	visual-name rule	vibrant sohal surgeonfish
whitecheek surgeonfish	surgeonfish	fish	yes	high	visual-name rule	Whitecheek Surgeonfish;WhitecheekSurgeonfish
whitespotted surgeonfish	surgeonfish	fish	yes	high	visual-name rule	Whitespotted Surgeonfish;WhitespottedSurgeonfish
yellowfin surgeonfish	surgeonfish	fish	yes	high	visual-name rule	yellowfin surgeonfish;Yellowfin Surgeonfish
girl wearing goggles and a swimsuit	swimmer	human	yes	high	swimmer visual role	girl wearing goggles and a swimsuit
swimmer	swimmer	human	yes	high	swimmer visual role	competitive swimmer;competitive swimmer streamlined underwater;human swimmer;swimmer;Swimmer;swimmer practicing;swimmer practicing freestyle;swimmer practicing freestyle stroke without kicking;swimmer practicing streamlined underwater strokes;swimmer practicing the breaststroke kick;swimmer practicing the breaststroke under clear;swimmer propelling;swimmer uses a blue kickboard to;swimmer using a blue kickboard practices;swimmer wearing a;swimmer wearing a full body black;swimmer wearing a red;swimmer wearing a white cap and;swimmer wearing a yellow;swimmer wearing goggles and;young swimmer practicing freestyle strokes
brazilian tapir	terrestrial animal	terrestrial animal	yes	high	existing visually distinct group retained	Brazilian tapir walks gracefully
capybara	terrestrial animal	terrestrial animal	yes	high	existing visually distinct group retained	capybara;capybara walks calmly
cheetah	terrestrial animal	terrestrial animal	yes	high	existing visually distinct group retained	cheetah
emperor scorpion	terrestrial animal	terrestrial animal	yes	high	existing visually distinct group retained	Emperor Scorpion
ice bear	terrestrial animal	terrestrial animal	yes	high	existing visually distinct group retained	ice bear
jaguar	terrestrial animal	terrestrial animal	yes	high	existing visually distinct group retained	jaguar
platypus	terrestrial animal	terrestrial animal	yes	high	existing visually distinct group retained	platypus
balistes capriscus	triggerfish	fish	yes	high	visual-name rule	Balistes capriscus
black triggerfish	triggerfish	fish	yes	high	visual-name rule	black triggerfish
clown triggerfish	triggerfish	fish	yes	high	visual-name rule	clown triggerfish
gray triggerfish	triggerfish	fish	yes	high	visual-name rule	gray triggerfish
titan triggerfish	triggerfish	fish	yes	high	visual-name rule	titan triggerfish
titan triggerfish forages	triggerfish	fish	yes	high	visual-name rule	titan triggerfish forages
atolla	true jellyfish	jellyfish	yes	high	jellyfish order: Coronatae	Atolla;Atolla gigantea;Atolla parva;Atolla vanhoeffeni;Atolla wyvillei
aurelia aurita	true jellyfish	jellyfish	yes	high	jellyfish order: Semaeostomeae	Aurelia aurita
chrysaora fuscescens	true jellyfish	jellyfish	yes	high	jellyfish order: Semaeostomeae	Chrysaora fuscescens
deepstaria	true jellyfish	jellyfish	yes	high	jellyfish order: Semaeostomeae	Deepstaria
deepstaria enigmatica	true jellyfish	jellyfish	yes	high	jellyfish order: Semaeostomeae	Deepstaria enigmatica
